species,Mono,Bltc,Sp_D,Sp_L,Maze,St_H,St_D,St_V,Sddl,Eyes,Area
Clupisoma garua,1,0,0,0,0,0,0,0,0,0,0
Clupisoma longianalis,1,0,0,0,0,0,0,0,0,0,0
Clupisoma montana,1,0,0,0,0,0,0,0,0,0,0
Clupisoma prateri,1,0,0,0,0,0,0,0,0,0,0
Clupisoma sinense,1,0,0,0,0,0,0,0,0,0,0
Clypeobarbus congicus,1,0,0,0,0,0,0,0,0,0,0
Clypeobarbus hypsolepis,0,0,0,0,0,0,0,1,0,0,0
Clypeobarbus pleuropholis,0,0,0,0,0,0,0,1,0,0,0
Cnesterodon carnegiei,1,0,0,0,0,0,0,0,0,0,0
Cnesterodon decemmaculatus,0,0,1,0,0,0,0,0,0,0,0
Cnesterodon raddai,0,0,0,0,0,1,0,0,0,0,0
Cnidoglanis macrocephalus,0,1,1,0,0,0,0,0,0,0,0
Cobitis avicennae,0,0,1,0,0,1,0,0,0,0,0
Cobitis battalgili,0,0,1,0,0,0,0,0,0,0,0
Cobitis bilineata,0,0,1,0,0,1,0,0,0,0,0
Cobitis bilseli,0,0,1,0,0,1,0,0,0,0,0
Cobitis biwae,0,0,1,0,0,1,0,0,0,0,0
Cobitis choii,0,0,1,0,0,1,0,0,0,0,0
Cobitis elongata,0,0,1,0,0,1,0,0,0,0,0
Cobitis elongatoides,0,0,1,0,0,1,0,0,0,0,0
Cobitis fahirae,0,0,1,0,0,1,0,0,0,0,0
Cobitis faridpaki,0,0,1,0,0,1,0,0,0,0,0
Cobitis gladkovi,0,0,0,0,0,1,0,0,0,0,0
Cobitis hankugensis,0,0,1,0,0,1,0,0,0,0,0
Cobitis jadovaensis,0,0,1,0,0,1,0,0,0,0,0
Cobitis keyvani,0,0,1,0,0,1,0,0,0,0,0
Cobitis linea,0,0,1,0,0,1,0,0,0,0,0
Cobitis lutheri,0,0,1,0,0,1,0,0,0,0,0
Cobitis macrostigma,0,0,1,0,0,0,0,0,0,0,0
Cobitis magnostriata,0,0,0,0,0,1,0,0,0,0,0
Cobitis maroccana,0,0,1,0,0,1,0,0,0,0,0
Cobitis melanoleuca,0,0,0,0,0,1,0,0,0,0,0
Cobitis minamorii,0,0,0,0,0,1,0,0,0,0,0
Cobitis minamorii saninensis,0,0,1,0,0,1,0,0,0,0,0
Cobitis pacifica,0,0,1,0,0,1,0,0,0,0,0
Cobitis paludica,0,0,1,0,0,1,0,0,0,0,0
Cobitis phrygica,0,0,1,0,0,0,0,0,0,0,0
Cobitis shikokuensis,0,0,1,0,0,1,0,0,0,0,0
Cobitis sinensis,0,0,1,0,0,1,0,0,0,0,0
Cobitis splendens,0,0,1,0,0,1,0,0,0,0,0
Cobitis striata,0,0,0,0,0,1,0,0,0,0,0
Cobitis strumicae,0,0,1,0,0,1,0,0,0,0,0
Cobitis taenia,0,0,1,0,0,1,0,0,0,0,0
Cobitis takatsuensis,0,0,1,0,0,1,0,0,0,0,0
Cobitis tanaitica,0,0,1,0,0,1,0,0,0,0,0
Cobitis vardarensis,0,0,1,0,0,0,0,0,0,0,0
Cobitis zanandreai,0,0,1,0,0,0,0,0,0,0,0
Coccorella atlantica,1,0,0,0,0,0,0,0,0,0,0
Cochlefelis burmanicus,0,0,0,0,0,0,0,1,0,0,0
Cochleoceps orientalis,0,0,1,0,0,0,0,0,0,0,0
Cociella crocodila,0,0,1,0,0,0,0,0,0,0,0
Cociella crocodilus,0,1,0,0,0,0,0,0,1,0,0
Cociella heemstrai,1,0,0,0,0,0,0,0,0,0,0
Cociella punctata,0,0,1,0,0,0,0,0,0,0,0
Cociella somaliensis,1,0,0,0,0,0,0,0,0,0,0
Cocotropus izuensis,0,0,1,0,0,1,0,0,0,0,0
Cocotropus larvatus,0,1,0,0,0,0,0,0,0,0,0
Cocotropus masudai,0,1,0,0,0,0,0,0,0,0,0
Cocotropus microps,1,0,0,0,0,0,0,0,0,0,0
Coelophrys brevicaudata,0,1,0,0,0,0,0,0,0,0,0
Coelorinchus acutirostris,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus anatirostris,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus braueri,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus caelorhincus,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus canus,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus caribbaeus,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus celaenostomus,1,0,0,0,0,0,0,0,1,0,0
Coelorinchus chilensis,1,0,0,0,0,0,0,0,0,0,1
Coelorinchus cingulatus,0,1,1,0,0,0,0,0,0,0,0
Coelorinchus fasciatus,0,0,0,0,0,0,0,0,1,0,0
Coelorinchus formosanus,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus fuscigulus,0,0,0,0,0,0,0,0,1,0,0
Coelorinchus hubbsi,0,0,0,0,0,0,0,0,1,0,0
Coelorinchus japonicus,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus jordani,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus kamoharai,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus kishinouyei,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus labiatus,0,1,0,0,0,0,0,0,0,0,0
Coelorinchus longicephalus,0,0,0,0,0,0,0,0,1,0,0
Coelorinchus macrochir,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus mediterraneus,0,0,0,0,0,0,0,0,1,0,0
Coelorinchus multispinulosus,0,1,1,0,0,0,0,0,0,0,0
Coelorinchus obscuratus,0,1,1,0,0,0,0,0,0,0,0
Coelorinchus occa,0,1,0,0,0,0,0,0,0,0,0
Coelorinchus oliverianus,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus osipullus,0,0,0,0,0,0,0,0,1,0,0
Coelorinchus parallelus,1,0,0,0,0,0,0,0,0,0,0
Coelorinchus smithi,0,1,0,0,0,0,0,0,0,0,0
Coelorinchus tokiensis,0,0,0,0,0,0,0,0,1,0,0
Coelorinchus trachycarus,0,1,0,0,0,0,0,0,0,0,0
Coelorinchus trunovi,1,0,0,0,0,0,0,0,0,0,0
Coelotilapia joka,0,0,0,0,0,0,0,1,0,0,0
Coilia brachygnathus,1,0,0,0,0,0,0,0,0,0,0
Coilia dussumieri,1,0,0,0,0,0,0,0,0,0,0
Coilia grayii,1,0,0,0,0,0,0,0,0,0,0
Coilia lindmani,1,0,0,0,0,0,0,0,0,0,0
Coilia mystus,1,0,0,0,0,0,0,0,0,0,0
Coilia nasus,1,0,0,0,0,0,0,0,0,0,0
Coilia neglecta,1,0,0,0,0,0,0,0,0,0,0
Coilia reynaldi,1,0,0,0,0,0,0,0,0,0,0
Colisa fasciata,0,0,0,0,0,0,1,0,0,0,0
Colisa lalia,0,0,0,0,0,0,1,0,0,0,0
Colistium guntheri,0,0,0,0,1,0,0,0,0,0,0
Colistium nudipinnis,0,1,0,0,1,0,0,0,0,0,0
Colletteichthys dussumieri,0,1,0,0,0,0,0,0,1,0,0
Colletteichthys flavipinnis,0,1,0,0,0,0,0,0,1,0,0
Colletteichthys occidentalis,0,1,0,0,0,0,0,0,1,0,0
Collichthys lucidus,1,0,0,0,0,0,0,0,0,0,0
Coloconger cadenati,1,0,0,0,0,0,0,0,0,0,0
Coloconger meadi,1,0,0,0,0,0,0,0,0,0,0
Cololabis saira,1,0,0,0,0,0,0,0,0,0,0
Colomesus asellus,0,0,1,0,0,0,0,0,1,0,0
Colomesus psittacus,0,0,0,0,0,0,0,0,1,0,0
Colossoma macropomum,0,1,0,0,0,0,0,0,0,0,0
Colpichthys regis,1,0,0,0,0,0,0,0,0,0,0
Compsura heterura,0,0,0,0,0,0,0,0,0,1,0
Conger cinereus,1,0,0,0,0,0,0,0,0,0,0
Conger conger,1,0,0,0,0,0,0,0,0,0,0
Conger erebennus,1,0,0,0,0,0,0,0,0,0,0
Conger esculentus,0,1,0,0,0,0,0,0,0,0,0
Conger japonicus,1,0,0,0,0,0,0,0,0,0,0
Conger macrocephalus,1,0,0,0,0,0,0,0,0,0,0
Conger myriaster,1,0,0,0,0,0,0,0,0,0,0
Conger oceanicus,1,0,0,0,0,0,0,0,0,0,0
Conger orbignianus,1,0,0,0,0,0,0,0,0,0,0
Conger triporiceps,1,0,0,0,0,0,0,0,0,0,0
Conger verreauxi,1,0,0,0,0,0,0,0,0,0,0
Conger wilsoni,1,0,0,0,0,0,0,0,0,0,0
Congiopodus peruvianus,0,0,1,0,0,0,0,0,0,0,0
Congochromis dimidiatus,0,0,0,0,0,1,0,0,0,0,1
Congochromis pugnatus,1,0,0,0,0,0,0,0,0,0,0
Congresox talabonoides,1,0,0,0,0,0,0,0,0,0,0
Congriscus marquesaensis,1,0,0,0,0,0,0,0,0,0,0
Congriscus megastomus,1,0,0,0,0,0,0,0,0,0,0
Congrogadus amplimaculatus,0,0,0,1,0,0,0,0,0,0,0
Congrogadus hierichthys,0,0,0,1,0,0,0,0,0,0,0
Congrogadus spinifer,0,0,0,1,0,0,0,0,0,0,0
Congrogadus subducens,0,0,1,1,1,0,0,0,0,0,0
Conidens laticephalus,1,0,0,0,0,0,0,0,0,0,0
Conniella apterygia,0,0,0,0,0,1,0,0,0,0,0
Conocara kreffti,1,0,0,0,0,0,0,0,0,0,0
Conodon nobilis,0,0,0,0,0,0,1,0,0,0,0
Conodon serrifer,0,0,0,0,0,0,0,1,0,0,0
Conorhynchos conirostris,1,0,0,0,0,0,0,0,0,0,0
Conta conta,1,0,0,0,0,0,0,0,0,0,0
Conta pectinata,1,0,0,0,0,0,0,0,0,0,0
Contusus brevicaudus,0,0,0,0,0,0,0,0,1,0,0
Cookeolus japonicus,1,0,0,0,0,0,0,0,0,0,0
Copadichromis azureus,0,0,0,0,0,0,0,1,0,0,0
Copadichromis borleyi,1,0,0,0,0,0,0,0,0,0,0
Copadichromis chrysonotus,1,0,0,0,0,0,0,0,0,0,0
Copadichromis ilesi,1,0,0,0,0,0,0,0,0,1,0
Copadichromis jacksoni,0,0,0,0,0,0,0,1,0,1,0
Copadichromis mbenjii,0,0,0,0,0,0,0,0,0,1,0
Copadichromis mloto,0,0,0,0,0,0,0,1,0,0,1
Copadichromis pleurostigma,0,0,0,0,0,0,0,1,0,1,0
Copadichromis trewavasae,0,0,0,0,0,0,0,1,0,1,0
Copadichromis verduyni,0,1,0,0,0,0,0,0,0,0,0
Copadichromis virginalis,1,0,0,0,0,0,0,0,0,0,0
Copeina guttata,0,0,0,0,0,0,0,0,0,0,1
Copella arnoldi,1,0,0,0,0,0,0,0,0,1,0
Copella carsevennensis,1,0,0,0,0,0,0,0,0,1,0
Copella compta,0,0,0,0,0,1,0,0,0,0,0
Copella meinkeni,0,0,1,0,0,0,0,0,0,0,0
Copella metae,0,0,0,0,0,1,0,0,0,1,0
Copella nattereri,0,0,1,0,0,0,0,0,0,0,0
Copella nigrofasciata,0,0,0,0,0,1,0,0,0,1,0
Copella vilmae,0,1,0,0,0,0,0,0,0,1,0
Coptobrycon bilineatus,0,0,0,0,0,1,0,0,0,0,0
Coptodon bakossiorum,0,0,0,0,0,0,0,0,0,0,1
Coptodon bemini,1,0,0,0,0,0,0,0,0,0,0
Coptodon bythobates,0,0,1,0,0,0,0,1,0,0,0
Coptodon coffea,0,0,0,0,0,0,0,1,0,0,0
Coptodon congica,1,0,0,0,0,0,0,1,0,0,0
Coptodon dageti,1,0,0,0,0,0,0,1,0,0,1
Coptodon deckerti,0,0,0,0,0,0,0,0,0,0,1
Coptodon discolor,0,1,0,0,0,0,0,0,0,1,1
Coptodon guineensis,0,0,0,0,0,0,0,1,0,1,1
Coptodon kottae,1,0,0,0,0,0,0,0,0,0,0
Coptodon louka,1,0,0,0,0,0,0,0,0,0,0
Coptodon margaritacea,0,0,0,0,0,0,0,1,0,0,0
Coptodon nyongana,0,0,0,0,0,0,0,1,0,0,0
Coptodon rendalli,0,0,0,0,0,0,0,1,0,0,0
Coptodon snyderae,0,0,0,0,0,0,0,1,0,0,1
Coptodon tholloni,0,0,0,0,0,0,0,1,0,0,0
Coptodon walteri,0,0,0,0,0,0,0,0,1,0,0
Coptodon zillii,0,0,0,0,0,0,0,1,0,0,0
Coradion altivelis,0,0,0,0,0,0,0,1,0,1,0
Coradion chrysozonus,0,0,0,0,0,0,0,1,0,1,0
Coradion melanopus,0,0,0,0,0,0,0,1,0,1,0
Coralliozetus angelicus,0,1,0,0,0,0,0,0,0,0,1
Coralliozetus boehlkei,0,1,0,1,0,0,0,0,0,0,0
Coralliozetus micropes,0,1,1,1,0,0,0,0,0,0,0
Coralliozetus rosenblatti,0,0,0,1,0,0,0,0,0,0,0
Coralliozetus springeri,0,0,1,0,0,0,0,0,0,0,1
Corcyrogobius liechtensteini,0,0,0,0,0,0,0,1,0,0,0
Corcyrogobius lubbocki,0,0,0,0,0,0,0,1,0,0,0
Cordylancistrus daguae,0,1,0,0,0,0,0,0,1,0,0
Cordylancistrus torbesensis,1,0,0,0,0,0,0,0,0,0,0
Coregonus albula,1,0,0,0,0,0,0,0,0,0,0
Coregonus artedi,1,0,0,0,0,0,0,0,0,0,0
Coregonus autumnalis,1,0,0,0,0,0,0,0,0,1,0
Coregonus clupeaformis,1,0,0,0,0,0,0,0,0,0,0
Coregonus fontanae,1,0,0,0,0,0,0,0,0,0,0
Coregonus hoyi,1,0,0,0,0,0,0,0,0,0,0
Coregonus johannae,1,1,0,0,0,0,0,0,0,0,0
Coregonus kiyi,0,0,0,0,0,0,0,0,0,0,1
Coregonus ladogae,1,0,0,0,0,0,0,0,0,0,0
Coregonus laurettae,1,0,0,0,0,0,0,0,0,0,0
Coregonus lavaretus,1,0,0,0,0,0,0,0,0,0,0
Coregonus maraena,1,0,0,0,0,0,0,0,0,0,0
Coregonus megalops,1,0,0,0,0,0,0,0,0,0,0
Coregonus nasus,1,0,0,0,0,0,0,0,0,0,0
Coregonus nigripinnis,1,0,0,0,0,0,0,0,0,0,0
Coregonus oxyrinchus,1,0,0,0,0,0,0,0,0,0,0
Coregonus pallasii,1,0,0,0,0,0,0,0,0,0,0
Coregonus peled,1,0,0,0,0,0,0,0,0,0,0
Coregonus pidschian,1,0,0,0,0,0,0,0,0,0,0
Coregonus reighardi,1,0,0,0,0,0,0,0,0,0,0
Coregonus sardinella,1,0,0,0,0,0,0,0,0,0,0
Coregonus widegreni,1,0,0,0,0,0,0,0,0,0,0
Coregonus zenithicus,1,0,0,0,0,0,0,0,0,0,0
Coreius guichenoti,1,0,0,0,0,0,0,0,0,0,0
Coreius heterodon,1,0,0,0,0,0,0,0,0,0,0
Coreius septentrionalis,0,0,1,0,0,0,0,0,0,0,0
Corematodus shiranus,0,0,0,0,0,0,0,1,0,0,0
Corematodus taeniatus,0,0,0,0,0,0,1,0,0,0,0
Coreobagrus brevicorpus,0,0,0,0,0,0,0,1,1,0,0
Coreobagrus ichikawai,0,1,0,0,0,0,0,0,0,0,0
Coreoleuciscus splendidus,0,0,0,0,0,1,0,0,0,0,0
Coreoperca herzi,0,0,1,1,0,0,1,1,0,0,0
Coreoperca kawamebari,0,0,0,0,0,0,1,1,0,0,0
Coreoperca whiteheadi,0,0,0,0,0,0,1,1,0,0,0
Coris atlantica,0,1,0,0,0,1,0,1,0,0,0
Coris auricularis,0,0,0,0,0,1,0,0,0,0,1
Coris aygula,0,0,1,0,0,0,0,1,0,1,1
Coris ballieui,0,0,0,0,1,1,0,0,0,0,0
Coris batuensis,0,0,1,0,1,0,0,1,0,1,0
Coris bulbifrons,0,0,0,1,0,1,0,1,0,0,0
Coris caudimacula,0,0,0,0,0,1,0,1,0,0,0
Coris centralis,0,0,0,0,0,1,0,1,0,0,0
Coris cuvieri,0,0,0,0,0,0,0,1,0,0,1
Coris debueni,0,0,0,0,0,1,0,1,0,0,0
Coris dorsomacula,0,0,0,0,0,1,0,1,0,0,0
Coris flavovittata,0,0,0,0,1,1,0,0,0,0,0
Coris formosa,0,0,1,1,0,0,1,1,0,0,0
Coris gaimard,0,0,0,1,0,0,0,0,1,0,1
Coris hewetti,0,0,0,1,0,1,0,0,0,0,1
Coris julis,0,0,0,0,0,1,0,0,0,0,1
Coris latifasciata,0,0,1,1,0,0,0,0,1,1,0
Coris marquesensis,0,0,0,1,0,1,0,0,0,0,0
Coris musume,0,0,0,0,0,1,0,0,0,0,0
Coris nigrotaenia,0,0,0,0,0,1,0,1,0,0,0
Coris picta,0,0,0,0,0,1,0,0,0,0,0
Coris pictoides,0,0,0,0,0,1,0,0,0,1,0
Coris roseoviridis,0,0,0,0,1,1,0,0,0,1,0
Coris sandeyeri,0,0,0,0,0,1,0,1,0,1,1
Coris variegata,0,0,1,0,0,0,0,0,0,0,0
Coris venusta,0,0,0,0,1,0,0,0,0,1,0
Corniger spinosus,1,0,0,0,0,0,0,0,0,0,0
Corumbataia cuestae,0,0,0,0,0,1,0,0,1,0,0
Corvula batabana,0,0,0,0,0,1,0,0,0,0,0
Corvula macrops,0,0,0,0,0,1,0,0,0,0,0
Corvula sanctaeluciae,1,0,0,0,0,0,0,0,0,0,0
Corydoras acrensis,0,0,1,0,0,0,0,0,0,1,0
Corydoras acutus,0,0,1,0,0,0,0,0,0,1,0
Corydoras adolfoi,0,0,0,0,0,0,0,0,0,0,1
Corydoras aeneus,0,0,0,0,0,0,0,0,0,0,1
Corydoras agassizii,0,0,1,0,0,0,0,0,0,0,1
Corydoras albolineatus,0,0,1,0,0,0,0,0,0,0,0
Corydoras amandajanea,0,0,0,0,0,0,0,1,0,0,1
Corydoras amapaensis,0,0,0,0,0,0,0,0,0,0,1
Corydoras ambiacus,0,0,1,0,0,0,0,0,0,1,0
Corydoras araguaiaensis,0,0,1,0,0,0,0,0,0,0,0
Corydoras arcuatus,0,0,0,0,0,1,0,0,0,0,0
Corydoras armatus,0,0,1,0,0,0,0,0,0,0,0
Corydoras atropersonatus,0,0,1,0,0,0,0,0,0,0,1
Corydoras aurofrenatus,0,1,0,0,0,0,0,0,0,0,0
Corydoras axelrodi,0,0,0,0,0,1,0,0,0,0,1
Corydoras baderi,0,0,0,0,0,1,0,0,0,0,0
Corydoras bilineatus,0,0,0,0,0,1,0,0,0,0,0
Corydoras blochi,0,0,1,0,0,0,0,0,0,0,1
Corydoras boesemani,0,0,0,0,0,1,0,0,1,0,0
Corydoras bondi,0,0,1,0,0,1,0,0,0,0,0
Corydoras breei,0,0,1,0,0,1,0,0,0,0,0
Corydoras brevirostris,0,0,1,0,0,0,0,0,0,0,1
Corydoras britskii,1,0,0,0,0,0,0,0,0,0,0
Corydoras burgessi,0,0,0,0,0,0,0,0,0,0,1
Corydoras carlae,0,0,1,0,0,0,0,0,1,0,0
Corydoras caudimaculatus,0,0,1,0,0,0,0,0,0,1,0
Corydoras cervinus,0,0,1,0,0,0,0,0,0,0,0
Corydoras cochui,0,0,1,0,0,0,0,0,0,0,0
Corydoras concolor,1,0,0,0,0,0,0,0,0,0,0
Corydoras condiscipulus,0,0,0,0,0,0,0,1,0,0,1
Corydoras copei,0,0,1,0,0,0,0,0,0,0,0
Corydoras coriatae,0,0,0,0,0,0,0,0,0,0,1
Corydoras cruziensis,0,0,1,0,0,0,0,0,0,0,1
Corydoras crypticus,0,0,0,0,0,0,0,0,0,0,1
Corydoras davidsandsi,0,0,0,0,0,0,1,1,0,0,0
Corydoras delphax,0,0,1,0,0,0,1,0,0,0,0
Corydoras difluviatilis,0,1,1,0,0,0,0,0,0,0,0
Corydoras diphyes,0,0,1,0,0,0,0,0,1,0,0
Corydoras duplicareus,0,0,0,0,0,0,0,0,0,0,1
Corydoras ehrhardti,0,0,0,0,0,0,0,0,0,0,1
Corydoras elegans,0,0,1,0,0,0,0,0,0,0,0
Corydoras ellisae,0,0,0,0,0,0,0,0,0,1,0
Corydoras ephippifer,0,0,1,0,0,0,0,0,0,0,1
Corydoras eques,0,0,0,0,0,0,0,0,0,0,1
Corydoras flaveolus,0,0,1,0,0,0,0,0,0,0,0
Corydoras fowleri,0,0,1,0,0,0,0,0,0,0,1
Corydoras geoffroy,1,0,0,0,0,0,0,0,0,0,0
Corydoras geryi,0,0,1,0,0,0,0,0,0,0,0
Corydoras gomezi,0,0,1,0,0,1,0,0,0,0,0
Corydoras gossei,0,0,0,0,0,0,0,0,0,0,1
Corydoras gracilis,0,0,0,0,0,1,0,0,0,0,0
Corydoras griseus,0,0,0,0,0,0,0,1,0,0,0
Corydoras guapore,0,1,0,0,0,0,0,0,0,1,0
Corydoras guianensis,0,0,0,0,0,0,0,1,0,0,0
Corydoras habrosus,0,0,1,0,0,1,0,0,0,0,0
Corydoras haraldschultzi,0,0,0,0,1,1,0,0,0,0,0
Corydoras hastatus,0,0,0,0,0,0,0,0,0,1,0
Corydoras imitator,0,0,0,0,0,0,0,0,0,0,1
Corydoras incolicana,0,0,1,0,0,1,0,0,0,0,0
Corydoras julii,0,0,1,0,0,1,0,0,0,0,0
Corydoras kanei,0,0,1,0,0,0,0,1,0,0,0
Corydoras lamberti,0,0,1,0,0,0,0,0,0,0,0
Corydoras leopardus,0,0,1,0,1,1,0,0,0,0,0
Corydoras leucomelas,0,0,1,0,1,0,0,0,0,1,1
Corydoras longipinnis,0,0,1,0,0,0,0,0,1,0,0
Corydoras loretoensis,0,1,1,0,0,0,0,0,0,0,0
Corydoras loxozonus,0,0,1,0,0,1,0,0,0,0,1
Corydoras melanistius,0,0,1,0,0,0,0,0,0,0,1
Corydoras melanotaenia,1,0,0,0,0,0,0,0,0,0,0
Corydoras melini,0,0,1,0,0,0,1,1,0,0,0
Corydoras metae,0,0,0,0,0,0,1,1,0,0,0
Corydoras multimaculatus,0,0,1,0,0,0,0,0,0,0,0
Corydoras nanus,0,0,0,1,0,1,0,0,0,0,0
Corydoras napoensis,0,0,0,1,0,1,0,0,0,0,0
Corydoras narcissus,0,0,0,0,0,1,0,0,0,0,0
Corydoras nattereri,0,0,0,0,0,1,0,0,0,0,1
Corydoras negro,0,1,0,0,0,0,0,0,0,0,0
Corydoras nijsseni,0,0,0,0,0,0,0,0,0,0,1
Corydoras oiapoquensis,0,0,0,0,0,0,0,0,0,1,1
Corydoras orphnopterus,0,0,1,0,0,0,0,0,0,0,1
Corydoras ortegai,0,0,1,0,0,0,0,1,0,1,0
Corydoras osteocarus,0,0,1,0,0,0,0,0,0,1,0
Corydoras paleatus,0,1,0,0,0,0,0,0,1,0,0
Corydoras panda,0,1,0,0,0,0,0,0,0,0,1
Corydoras pantanalensis,1,0,0,0,0,0,0,0,0,0,0
Corydoras parallelus,0,0,0,0,0,1,0,0,0,0,1
Corydoras pastazensis,0,0,1,0,0,0,0,0,0,0,1
Corydoras pinheiroi,0,0,0,0,1,0,0,0,0,0,0
Corydoras polystictus,0,0,1,0,0,0,0,0,0,0,0
Corydoras pulcher,0,0,0,0,0,1,0,0,0,0,0
Corydoras punctatus,0,0,1,0,0,0,0,0,0,0,0
Corydoras pygmaeus,0,0,0,0,0,1,0,0,0,1,0
Corydoras rabauti,0,0,0,0,0,0,0,0,0,0,1
Corydoras reticulatus,0,0,0,0,1,0,0,0,0,1,0
Corydoras reynoldsi,0,0,0,0,0,0,0,1,0,0,0
Corydoras robineae,0,0,1,0,0,0,0,0,0,0,0
Corydoras robustus,0,0,1,0,0,0,0,0,0,0,1
Corydoras schwartzi,0,0,1,0,0,1,0,0,0,0,0
Corydoras semiaquilus,0,1,0,0,0,0,0,0,0,0,0
Corydoras septentrionalis,0,0,0,0,0,0,1,1,0,0,0
Corydoras serratus,0,0,0,0,0,0,0,0,0,0,1
Corydoras seussi,0,0,0,0,0,0,0,0,0,0,1
Corydoras similis,0,0,1,0,0,0,0,0,0,0,0
Corydoras simulatus,0,0,0,0,0,0,0,0,0,0,1
Corydoras sodalis,0,0,0,0,1,0,0,0,0,0,0
Corydoras solox,0,0,1,0,0,0,0,0,0,0,1
Corydoras spectabilis,0,0,1,0,1,0,0,0,0,0,0
Corydoras spilurus,0,0,1,0,0,0,0,0,0,0,0
Corydoras splendens,1,0,0,0,0,0,0,0,0,0,0
Corydoras stenocephalus,1,0,0,0,0,0,0,0,0,0,0
Corydoras sterbai,0,0,0,1,0,1,0,0,0,0,0
Corydoras treitlii,0,0,0,0,0,0,0,0,0,0,1
Corydoras trilineatus,0,0,0,0,1,0,0,1,0,1,0
Corydoras tukano,0,0,0,0,0,0,0,0,0,1,1
Corydoras undulatus,0,0,0,1,0,1,0,0,0,0,0
Corydoras virginiae,0,0,0,0,0,0,1,0,0,0,1
Corydoras vittatus,1,0,0,0,0,0,0,0,0,0,0
Corydoras weitzmani,0,0,0,0,0,0,0,0,0,0,1
Corydoras xinguensis,0,0,1,0,0,0,0,0,0,0,0
Corydoras zygatus,0,0,0,0,0,0,0,0,0,0,1
Corynopoma riisei,0,0,0,0,0,0,0,0,0,1,0
Coryogalops anomolus,0,1,0,0,0,0,0,0,0,0,0
Coryogalops bulejiensis,0,1,0,0,0,0,0,1,0,0,0
Coryogalops monospilus,0,1,0,0,0,0,0,0,0,0,0
Coryogalops tessellatus,0,1,0,0,0,0,0,0,0,0,0
Coryphaena equiselis,0,1,0,1,1,0,0,1,0,0,0
Coryphaena hippurus,1,0,1,0,0,0,0,0,0,0,0
Coryphaenoides acrolepis,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides alateralis,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides armatus,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides carapinus,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides cinereus,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides guentheri,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides longifilis,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides marginatus,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides rudis,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides rupestris,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides semiscaber,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides subserrulatus,1,0,0,0,0,0,0,0,0,0,0
Coryphaenoides tydemani,1,0,0,0,0,0,0,0,0,0,0
Coryphoblennius galerita,0,1,0,1,0,0,0,0,1,0,0
Coryphopterus alloides,0,0,1,0,0,0,0,0,0,0,0
Coryphopterus dicrus,0,1,1,0,0,0,0,0,0,0,0
Coryphopterus eidolon,0,0,0,0,0,1,0,0,0,0,0
Coryphopterus glaucofraenum,0,0,0,1,0,1,0,0,0,0,0
Coryphopterus hyalinus,0,0,1,0,0,1,0,0,0,0,0
Coryphopterus kuna,0,1,1,0,0,0,0,0,0,0,0
Coryphopterus lipernes,0,0,0,0,0,1,0,0,0,0,1
Coryphopterus personatus,0,0,0,1,0,0,0,0,0,0,0
Coryphopterus punctipectophorus,0,0,1,0,0,1,0,0,0,0,0
Coryphopterus thrix,0,0,1,0,0,0,0,0,0,0,0
Coryphopterus tortugae,0,0,1,1,0,1,0,0,0,0,0
Coryphopterus urospilus,0,0,1,0,0,0,0,0,0,1,0
Coryphopterus venezuelae,0,0,1,1,0,0,0,0,0,0,0
Corythoichthys amplexus,0,0,0,1,0,0,0,1,0,0,0
Corythoichthys benedetto,0,0,1,1,0,0,0,1,0,0,0
Corythoichthys flavofasciatus,0,0,0,1,0,0,0,1,0,0,0
Corythoichthys haematopterus,0,0,1,1,0,0,0,1,0,0,0
Corythoichthys intestinalis,0,0,0,1,1,0,0,1,0,0,0
Corythoichthys nigripectus,0,0,1,0,0,1,0,1,0,0,0
Corythoichthys ocellatus,0,0,1,1,0,1,0,1,0,0,0
Corythoichthys polynotatus,0,0,0,1,0,0,0,1,0,0,0
Corythoichthys schultzi,0,0,1,0,0,1,0,1,0,0,0
Cosmocampus albirostris,0,0,1,0,0,0,0,1,0,0,0
